Timestamp,Zone,Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),Light(lx),Sound(dB)
2026-08-19 16:56:18,ZONE_A,30.28,81.00,999.92,101.20,58.33,53.0
2026-08-19 16:56:20,ZONE_A,30.28,81.00,999.96,100.86,57.50,64.0
2026-08-19 16:56:22,ZONE_A,30.28,81.00,999.95,100.97,57.50,57.0
2026-08-19 16:56:24,ZONE_A,30.28,81.00,999.92,101.18,57.50,65.0
2026-08-19 16:56:26,ZONE_A,30.27,81.00,999.94,101.03,57.50,58.0
2026-08-19 16:56:28,ZONE_A,30.26,81.00,999.94,101.04,57.50,54.0
2026-08-19 16:56:30,ZONE_A,30.26,81.00,999.94,101.02,57.50,57.0
2026-08-19 16:56:32,ZONE_A,30.26,81.00,999.90,101.34,57.50,58.0
2026-08-19 16:56:34,ZONE_A,30.25,81.00,999.91,101.28,56.67,68.0
2026-08-19 16:56:36,ZONE_A,30.25,81.00,999.93,101.12,56.67,61.0
2026-08-19 16:56:38,ZONE_A,30.26,81.00,999.93,101.09,56.67,57.0
2026-08-19 16:56:40,ZONE_A,30.26,81.00,999.92,101.18,56.67,54.0
2026-08-19 16:56:42,ZONE_A,30.27,81.00,999.93,101.07,56.67,58.0
2026-08-19 16:56:44,ZONE_A,30.27,81.00,999.92,101.17,56.67,55.0
2026-08-19 16:56:46,ZONE_A,30.27,81.00,999.94,101.05,56.67,59.0
2026-08-19 16:56:48,ZONE_A,30.27,81.00,999.94,100.99,57.50,60.0
2026-08-19 16:56:50,ZONE_A,30.26,81.00,999.92,101.19,57.50,53.0
2026-08-19 16:56:52,ZONE_A,30.26,81.00,999.93,101.11,57.50,58.0
2026-08-19 16:56:54,ZONE_A,30.26,81.00,999.94,101.04,57.50,54.0
2026-08-19 16:56:56,ZONE_A,30.26,81.00,999.94,101.05,57.50,57.0
2026-08-19 16:56:58,ZONE_A,30.26,81.00,999.93,101.13,58.33,54.0
2026-08-19 16:57:00,ZONE_A,30.25,81.00,999.93,101.07,58.33,58.0
2026-08-19 16:57:02,ZONE_A,30.25,81.00,999.94,101.04,58.33,58.0
2026-08-19 16:57:04,ZONE_A,30.25,81.00,999.93,101.13,58.33,59.0
2026-08-19 16:57:06,ZONE_A,30.25,81.00,999.93,101.10,58.33,57.0
2026-08-19 16:57:08,ZONE_A,30.25,81.00,999.93,101.12,59.17,55.0
2026-08-19 16:57:10,ZONE_A,30.25,81.00,999.95,100.94,59.17,54.0
2026-08-19 16:57:12,ZONE_A,30.25,81.00,999.91,101.31,59.17,62.0
2026-08-19 16:57:14,ZONE_A,30.26,81.00,999.93,101.10,59.17,61.0
2026-08-19 16:57:16,ZONE_A,30.26,81.00,999.94,101.05,59.17,56.0
2026-08-19 16:57:18,ZONE_A,30.26,81.00,999.92,101.16,60.00,44.0
2026-08-19 16:57:20,ZONE_A,30.27,81.00,999.94,101.02,60.00,57.0
2026-08-19 16:57:22,ZONE_A,30.26,81.00,999.94,100.98,60.83,55.0
2026-08-19 16:57:24,ZONE_A,30.26,81.00,999.94,101.06,60.83,51.0
2026-08-19 16:57:26,ZONE_A,30.26,81.00,999.91,101.29,60.83,57.0
2026-08-19 16:57:28,ZONE_A,30.26,81.00,999.92,101.20,60.83,59.0
2026-08-19 16:57:30,ZONE_A,30.26,81.00,999.92,101.18,61.67,51.0
2026-08-19 16:57:32,ZONE_A,30.26,81.00,999.93,101.09,61.67,54.0
2026-08-19 16:57:34,ZONE_A,30.25,81.00,999.93,101.07,61.67,61.0
2026-08-19 16:57:36,ZONE_A,30.25,81.00,999.93,101.14,61.67,56.0
2026-08-19 16:57:38,ZONE_A,30.25,81.00,999.92,101.18,61.67,53.0
2026-08-19 16:57:40,ZONE_A,30.26,81.00,999.93,101.08,61.67,60.0
2026-08-19 16:57:42,ZONE_A,30.25,81.00,999.92,101.22,62.50,51.0
2026-08-19 16:57:44,ZONE_A,30.24,81.00,999.93,101.14,62.50,58.0
2026-08-19 16:57:46,ZONE_A,30.24,81.00,999.91,101.31,62.50,64.0
2026-08-19 16:57:48,ZONE_A,30.24,81.00,999.90,101.40,62.50,59.0
2026-08-19 16:57:50,ZONE_A,30.24,81.00,999.89,101.45,62.50,47.0
2026-08-19 16:57:52,ZONE_A,30.24,81.00,999.91,101.25,62.50,46.0
2026-08-19 16:57:54,ZONE_A,30.23,81.00,999.90,101.38,62.50,55.0
2026-08-19 16:57:56,ZONE_A,30.23,81.00,999.90,101.35,62.50,60.0
2026-08-19 16:57:58,ZONE_A,30.23,81.00,999.89,101.46,62.50,70.0
2026-08-19 16:58:00,ZONE_A,30.23,81.00,999.88,101.51,62.50,50.0
2026-08-19 16:58:02,ZONE_A,30.22,81.00,999.88,101.53,62.50,62.0
2026-08-19 16:58:04,ZONE_A,30.22,81.00,999.87,101.57,62.50,60.0
2026-08-19 16:58:06,ZONE_A,30.22,81.00,999.89,101.42,62.50,57.0
2026-08-19 16:58:08,ZONE_A,30.22,81.00,999.88,101.50,62.50,52.0
2026-08-19 16:58:10,ZONE_A,30.22,81.00,999.90,101.34,62.50,56.0
2026-08-19 16:58:12,ZONE_A,30.21,81.00,999.90,101.38,62.50,55.0
2026-08-19 16:58:14,ZONE_A,30.22,81.00,999.90,101.38,62.50,54.0
2026-08-19 16:58:16,ZONE_A,30.23,82.00,999.91,101.23,62.50,52.0
2026-08-19 16:58:18,ZONE_A,30.23,82.00,999.89,101.42,62.50,63.0
2026-08-19 16:58:20,ZONE_A,30.23,82.00,999.92,101.22,61.67,57.0
2026-08-19 16:58:22,ZONE_A,30.24,82.00,999.88,101.51,60.83,59.0
2026-08-19 16:58:24,ZONE_A,30.24,82.00,999.94,101.06,60.83,58.0
2026-08-19 16:58:26,ZONE_A,30.24,82.00,999.89,101.43,60.83,53.0
2026-08-19 16:58:28,ZONE_A,30.23,82.00,999.88,101.49,61.67,52.0
2026-08-19 16:58:30,ZONE_A,30.24,82.00,999.91,101.27,61.67,58.0
2026-08-19 16:58:32,ZONE_A,30.25,82.00,999.90,101.32,62.50,57.0
2026-08-19 16:58:34,ZONE_A,30.24,82.00,999.88,101.50,62.50,59.0
2026-08-19 16:58:36,ZONE_A,30.25,82.00,999.90,101.37,62.50,55.0
2026-08-19 16:58:38,ZONE_A,30.25,82.00,999.91,101.28,62.50,55.0
2026-08-19 16:58:40,ZONE_A,30.26,82.00,999.93,101.14,62.50,57.0
2026-08-19 16:58:42,ZONE_A,30.26,82.00,999.95,100.95,62.50,53.0
2026-08-19 16:58:44,ZONE_A,30.26,82.00,999.93,101.08,62.50,50.0
2026-08-19 16:58:46,ZONE_A,30.26,82.00,999.89,101.41,62.50,56.0
2026-08-19 16:58:48,ZONE_A,30.26,82.00,999.92,101.21,62.50,55.0
2026-08-19 16:58:50,ZONE_A,30.26,82.00,999.91,101.18,62.50,56.0
2026-08-19 16:58:52,ZONE_A,30.27,82.00,999.92,101.17,62.50,56.0
2026-08-19 16:58:54,ZONE_A,30.26,82.00,999.91,101.27,62.50,59.0
2026-08-19 16:58:56,ZONE_A,30.26,82.00,999.88,101.54,62.50,56.0
2026-08-19 16:58:58,ZONE_A,30.26,82.00,999.88,101.48,62.50,59.0
2026-08-19 16:59:00,ZONE_A,30.26,82.00,999.92,101.23,62.50,54.0
2026-08-19 16:59:02,ZONE_A,30.27,82.00,999.93,101.07,62.50,58.0
2026-08-19 16:59:04,ZONE_A,30.27,82.00,999.91,101.30,63.33,60.0
2026-08-19 16:59:06,ZONE_A,30.27,82.00,999.91,101.24,63.33,55.0
2026-08-19 16:59:08,ZONE_A,30.27,82.00,999.90,101.63,63.33,56.0
2026-08-19 16:59:10,ZONE_A,30.27,82.00,999.89,101.42,63.33,55.0
2026-08-19 16:59:12,ZONE_A,30.28,82.00,999.88,101.49,63.33,61.0
2026-08-19 16:59:14,ZONE_A,30.29,82.00,999.90,101.34,63.33,62.0
2026-08-19 16:59:16,ZONE_A,30.28,82.00,999.88,101.50,64.17,54.0
2026-08-19 16:59:18,ZONE_A,30.29,82.00,999.90,101.34,63.33,66.0
2026-08-19 16:59:20,ZONE_A,30.29,82.00,999.91,101.31,64.17,58.0
2026-08-19 16:59:22,ZONE_A,30.29,82.00,999.95,100.92,64.17,57.0
2026-08-19 16:59:24,ZONE_A,30.29,82.00,999.91,101.25,64.17,58.0
2026-08-19 16:59:26,ZONE_A,30.30,82.00,999.92,101.18,64.17,57.0
2026-08-19 16:59:28,ZONE_A,30.29,82.00,999.92,101.19,64.17,59.0
2026-08-19 16:59:30,ZONE_A,30.29,82.00,999.90,101.37,64.17,43.0
2026-08-19 16:59:32,ZONE_A,30.29,82.00,999.91,101.24,65.00,59.0
2026-08-19 16:59:34,ZONE_A,30.29,82.00,999.92,101.22,65.00,59.0
2026-08-19 16:59:36,ZONE_A,30.30,82.00,999.93,101.11,64.17,57.0
2026-08-19 16:59:38,ZONE_A,30.30,82.00,999.88,101.53,61.67,54.0
2026-08-19 16:59:40,ZONE_A,30.29,82.00,999.91,101.27,52.50,70.0
2026-08-19 16:59:42,ZONE_A,30.28,82.00,999.90,101.39,52.50,56.0
2026-08-19 16:59:44,ZONE_A,30.28,82.00,999.89,101.44,53.33,68.0
2026-08-19 16:59:46,ZONE_A,30.28,82.00,999.91,101.27,54.17,53.0
2026-08-19 16:59:48,ZONE_A,30.28,82.00,999.90,101.40,53.33,52.0
2026-08-19 16:59:50,ZONE_A,30.29,82.00,999.91,101.28,53.33,48.0
2026-08-19 16:59:52,ZONE_A,30.29,82.00,999.95,100.94,55.00,48.0
2026-08-19 16:59:54,ZONE_A,30.30,82.00,999.95,100.98,61.67,54.0
2026-08-19 16:59:56,ZONE_A,30.29,82.00,999.95,100.97,65.83,59.0
2026-08-19 16:59:58,ZONE_A,30.30,82.00,999.93,100.97,65.83,57.0
2026-08-19 17:00:00,ZONE_A,30.31,82.00,999.96,100.87,66.67,52.0
2026-08-19 17:00:02,ZONE_A,30.32,82.00,999.88,101.51,66.67,56.0
2026-08-19 17:00:04,ZONE_A,30.31,82.00,999.92,101.20,67.50,53.0
2026-08-19 17:00:06,ZONE_A,30.33,81.00,999.92,101.21,67.50,55.0
2026-08-19 17:00:08,ZONE_A,30.33,81.00,999.93,101.14,67.50,53.0
2026-08-19 17:00:10,ZONE_A,30.34,81.00,999.92,101.22,67.50,67.0
2026-08-19 17:00:12,ZONE_A,30.34,81.00,999.92,101.18,67.50,64.0
2026-08-19 17:00:14,ZONE_A,30.32,82.00,999.92,101.21,68.33,57.0
2026-08-19 17:00:16,ZONE_A,30.31,82.00,999.90,101.39,68.33,66.0
2026-08-19 17:00:18,ZONE_A,30.30,82.00,999.92,101.20,68.33,52.0
2026-08-19 17:00:20,ZONE_A,30.31,82.00,999.90,101.39,68.33,58.0
2026-08-19 17:00:22,ZONE_A,30.30,82.00,999.91,101.28,68.33,53.0
2026-08-19 17:00:24,ZONE_A,30.30,82.00,999.95,100.97,68.33,56.0
2026-08-19 17:00:26,ZONE_A,30.29,82.00,999.98,100.72,68.33,60.0
2026-08-19 17:00:28,ZONE_A,30.27,82.00,999.96,100.87,68.33,57.0
2026-08-19 17:00:30,ZONE_A,30.26,82.00,999.91,101.26,68.33,63.0
2026-08-19 17:00:32,ZONE_A,30.29,82.00,999.91,101.29,68.33,62.0
2026-08-19 17:00:34,ZONE_A,30.30,82.00,999.94,101.02,68.33,55.0
2026-08-19 17:00:36,ZONE_A,30.32,82.00,999.93,101.12,68.33,54.0
2026-08-19 17:00:38,ZONE_A,30.33,82.00,999.92,101.20,68.33,73.0
2026-08-19 17:00:40,ZONE_A,30.35,82.00,999.93,101.10,67.50,59.0
2026-08-19 17:00:42,ZONE_A,30.37,82.00,999.91,101.27,67.50,65.0
2026-08-19 17:00:44,ZONE_A,30.35,82.00,999.94,101.05,58.33,60.0
2026-08-19 17:00:46,ZONE_A,30.36,82.00,999.94,101.04,64.17,53.0
2026-08-19 17:00:48,ZONE_A,30.36,82.00,999.92,101.20,67.50,56.0
2026-08-19 17:00:50,ZONE_A,30.36,82.00,999.91,101.27,68.33,52.0
2026-08-19 17:00:52,ZONE_A,30.36,82.00,999.92,101.21,68.33,71.0
2026-08-19 17:00:54,ZONE_A,30.37,82.00,999.93,101.10,68.33,55.0
2026-08-19 17:00:56,ZONE_A,30.37,82.00,999.92,101.20,68.33,56.0
2026-08-19 17:00:58,ZONE_A,30.37,82.00,999.95,100.94,68.33,54.0
2026-08-19 17:01:00,ZONE_A,30.37,82.00,999.89,101.45,69.17,58.0
2026-08-19 17:01:02,ZONE_A,30.38,82.00,999.90,101.38,69.17,58.0
2026-08-19 17:01:04,ZONE_A,30.38,82.00,999.95,100.96,69.17,57.0
2026-08-19 17:01:06,ZONE_A,30.38,82.00,999.95,100.94,69.17,49.0
2026-08-19 17:01:08,ZONE_A,30.40,82.00,999.96,100.84,69.17,53.0
2026-08-19 17:01:10,ZONE_A,30.41,82.00,999.92,101.20,69.17,60.0
2026-08-19 17:01:12,ZONE_A,30.42,82.00,999.92,101.17,69.17,54.0
2026-08-19 17:01:14,ZONE_A,30.41,82.00,999.91,101.24,69.17,61.0
2026-08-19 17:01:16,ZONE_A,30.41,82.00,999.94,100.99,69.17,61.0
2026-08-19 17:01:18,ZONE_A,30.40,82.00,999.95,100.98,69.17,60.0
2026-08-19 17:01:20,ZONE_A,30.40,82.00,999.93,101.11,69.17,57.0
2026-08-19 17:01:22,ZONE_A,30.39,82.00,999.93,101.13,69.17,54.0
2026-08-19 17:01:24,ZONE_A,30.38,82.00,999.90,101.37,69.17,55.0
2026-08-19 17:01:26,ZONE_A,30.37,82.00,999.94,100.99,69.17,64.0
2026-08-19 17:01:28,ZONE_A,30.37,82.00,999.92,101.16,70.00,39.0
2026-08-19 17:01:30,ZONE_A,30.37,82.00,999.93,101.10,69.17,48.0
2026-08-19 17:01:32,ZONE_A,30.36,82.00,999.93,101.08,70.00,67.0
2026-08-19 17:01:34,ZONE_A,30.36,82.00,999.94,101.00,70.00,59.0
2026-08-19 17:01:36,ZONE_A,30.36,82.00,999.93,101.13,70.00,58.0
2026-08-19 17:01:38,ZONE_A,30.37,82.00,999.94,101.33,70.00,53.0
2026-08-19 17:01:40,ZONE_A,30.37,82.00,999.94,101.04,71.67,58.0
2026-08-19 17:01:42,ZONE_A,30.41,82.00,999.91,101.30,184.17,49.0
2026-08-19 17:01:44,ZONE_A,30.39,82.00,999.92,101.20,186.67,68.0
2026-08-19 17:01:46,ZONE_A,30.38,82.00,999.92,101.20,186.67,57.0
2026-08-19 17:01:48,ZONE_A,30.38,82.00,999.89,101.41,185.83,60.0
2026-08-19 17:01:50,ZONE_A,30.37,82.00,999.93,101.13,185.83,64.0
2026-08-19 17:01:52,ZONE_A,30.35,82.00,999.92,101.17,185.83,67.0
2026-08-19 17:01:54,ZONE_A,30.35,82.00,999.94,101.04,186.67,61.0
2026-08-19 17:01:56,ZONE_A,30.34,82.00,999.92,101.15,189.17,57.0
2026-08-19 17:01:58,ZONE_A,30.34,82.00,999.92,101.17,186.67,56.0
2026-08-19 17:02:00,ZONE_A,30.33,82.00,999.91,101.27,185.83,53.0
2026-08-19 17:02:02,ZONE_A,30.34,82.00,999.93,101.09,185.83,65.0
2026-08-19 17:02:04,ZONE_A,30.34,82.00,999.93,101.11,185.83,62.0
2026-08-19 17:02:06,ZONE_A,30.34,82.00,999.94,101.06,185.00,64.0
2026-08-19 17:02:08,ZONE_A,30.35,82.00,999.93,101.12,185.83,53.0
2026-08-19 17:02:10,ZONE_A,30.37,82.00,999.93,101.07,185.00,53.0
2026-08-19 17:02:12,ZONE_A,30.38,82.00,999.95,100.92,184.17,58.0
2026-08-19 17:02:14,ZONE_A,30.38,82.00,999.93,101.07,184.17,56.0
2026-08-19 17:02:16,ZONE_A,30.39,82.00,999.91,101.23,183.33,59.0
2026-08-19 17:02:18,ZONE_A,30.39,82.00,999.93,101.11,182.50,69.0
2026-08-19 17:02:20,ZONE_A,30.39,82.00,999.94,101.04,182.50,56.0
2026-08-19 17:02:22,ZONE_A,30.39,82.00,999.94,100.98,181.67,61.0
2026-08-19 17:02:24,ZONE_A,30.42,82.00,999.94,101.01,180.83,68.0
2026-08-19 17:02:26,ZONE_A,30.47,82.00,999.92,101.22,177.50,55.0
2026-08-19 17:02:28,ZONE_A,30.45,82.00,999.94,101.06,176.67,56.0
2026-08-19 17:02:30,ZONE_A,30.44,82.00,999.93,101.10,176.67,53.0
2026-08-19 17:02:32,ZONE_A,30.44,82.00,999.93,101.10,175.83,53.0
2026-08-19 17:02:34,ZONE_A,30.43,82.00,999.93,101.11,175.83,58.0
2026-08-19 17:02:36,ZONE_A,30.42,82.00,999.94,101.01,175.83,55.0
2026-08-19 17:02:38,ZONE_A,30.42,82.00,999.91,101.28,175.83,61.0
2026-08-19 17:02:40,ZONE_A,30.44,82.00,999.90,101.33,175.00,58.0
2026-08-19 17:02:42,ZONE_A,30.44,82.00,999.90,101.40,85.00,59.0
2026-08-19 17:02:44,ZONE_A,30.44,82.00,999.92,101.20,215.00,59.0
2026-08-19 17:02:46,ZONE_A,30.49,82.00,999.91,101.26,70.83,51.0
2026-08-19 17:02:48,ZONE_A,30.43,82.00,999.96,100.83,1088.33,59.0
2026-08-19 17:02:50,ZONE_A,30.42,82.00,999.98,100.67,1450.83,53.0
2026-08-19 17:02:52,ZONE_A,30.42,82.00,999.92,101.22,1269.17,58.0
2026-08-19 17:02:54,ZONE_A,30.39,82.00,999.96,100.87,733.33,60.0
2026-08-19 17:02:56,ZONE_A,30.36,82.00,999.93,101.08,548.33,58.0
2026-08-19 17:02:58,ZONE_A,30.30,82.00,999.93,101.10,1080.83,54.0
2026-08-19 17:03:00,ZONE_A,30.22,82.00,999.99,100.56,2455.00,66.0
2026-08-19 17:03:02,ZONE_A,30.19,82.00,1000.05,100.07,3992.50,55.0
2026-08-19 17:03:04,ZONE_A,30.14,82.00,1000.08,99.83,4934.17,52.0
2026-08-19 17:03:06,ZONE_A,30.14,82.00,1000.07,99.91,4788.33,56.0
2026-08-19 17:03:08,ZONE_A,30.10,82.00,1000.13,99.39,5365.00,57.0
2026-08-19 17:03:10,ZONE_A,30.05,82.00,1000.12,99.50,4850.83,53.0
2026-08-19 17:03:12,ZONE_A,30.02,82.00,1000.09,99.76,4637.50,51.0
2026-08-19 17:03:14,ZONE_A,29.96,82.00,1000.07,99.91,4200.00,62.0
2026-08-19 17:03:16,ZONE_A,29.92,82.00,1000.05,100.13,4711.67,44.0
2026-08-19 17:03:18,ZONE_A,29.89,82.00,1000.06,100.00,4680.00,57.0
2026-08-19 17:03:20,ZONE_A,29.87,82.00,1000.05,100.05,4208.33,61.0
2026-08-19 17:03:22,ZONE_A,29.86,82.00,1000.10,99.81,4862.50,60.0
2026-08-19 17:03:24,ZONE_A,29.81,82.00,1000.08,99.83,4714.17,71.0
2026-08-19 17:03:26,ZONE_A,29.74,82.00,1000.10,99.69,4649.17,53.0
2026-08-19 17:03:28,ZONE_A,29.67,82.00,1000.11,99.57,4916.67,53.0
2026-08-19 17:03:30,ZONE_A,29.59,82.00,1000.14,99.36,4656.67,51.0
2026-08-19 17:03:32,ZONE_A,29.55,82.00,1000.11,99.57,4962.50,54.0
2026-08-19 17:03:34,ZONE_A,29.49,82.00,1000.11,99.60,5025.83,49.0
2026-08-19 17:03:36,ZONE_A,29.48,82.00,1000.15,99.25,4460.00,57.0
2026-08-19 17:03:38,ZONE_A,29.47,82.00,1000.11,99.61,8505.83,57.0
2026-08-19 17:03:40,ZONE_A,29.44,82.00,1000.11,99.62,7985.00,58.0
2026-08-19 17:03:42,ZONE_A,29.38,82.00,1000.16,99.21,5524.17,57.0
2026-08-19 17:03:44,ZONE_A,29.34,82.00,1000.10,99.69,6000.00,62.0
2026-08-19 17:03:46,ZONE_A,29.28,82.00,1000.14,99.36,5583.33,56.0
2026-08-19 17:03:48,ZONE_A,29.23,82.00,1000.11,99.67,5380.00,54.0
2026-08-19 17:03:50,ZONE_A,29.21,82.00,1000.11,99.55,5630.00,57.0
2026-08-19 17:03:52,ZONE_A,29.24,82.00,1000.11,99.58,5741.67,40.0
2026-08-19 17:03:54,ZONE_A,29.26,82.00,1000.12,99.47,5829.17,73.0
2026-08-19 17:03:56,ZONE_A,29.23,82.00,1000.13,99.43,5542.50,55.0
2026-08-19 17:03:58,ZONE_A,29.30,82.00,1000.12,99.49,5050.00,54.0
2026-08-19 17:04:00,ZONE_A,29.31,82.00,1000.08,99.88,9324.17,58.0
2026-08-19 17:04:02,ZONE_A,29.37,82.00,1000.04,100.18,8826.67,57.0
2026-08-19 17:04:04,ZONE_A,29.43,82.00,1000.04,100.19,9136.67,55.0
2026-08-19 17:04:06,ZONE_A,29.50,82.00,1000.06,100.02,8891.67,51.0
2026-08-19 17:04:08,ZONE_A,29.51,82.00,1000.03,100.25,8857.50,69.0
2026-08-19 17:04:10,ZONE_A,29.53,82.00,1000.03,100.25,8840.83,66.0
2026-08-19 17:04:12,ZONE_A,29.57,82.00,1000.06,99.98,8950.83,74.0
2026-08-19 17:04:14,ZONE_A,29.58,83.00,1000.03,100.24,9021.67,61.0
2026-08-19 17:04:16,ZONE_A,29.61,83.00,1000.06,100.04,9073.33,64.0
2026-08-19 17:04:18,ZONE_A,29.65,83.00,1000.04,100.19,9092.50,55.0
2026-08-19 17:04:20,ZONE_A,29.65,83.00,1000.06,100.01,9066.67,50.0
2026-08-19 17:04:22,ZONE_A,29.69,83.00,1000.07,99.97,9108.33,65.0
2026-08-19 17:04:24,ZONE_A,29.73,83.00,1000.06,100.04,9154.17,62.0
2026-08-19 17:04:26,ZONE_A,29.75,83.00,1000.08,99.83,9196.67,65.0
2026-08-19 17:04:28,ZONE_A,29.80,83.00,1000.06,100.01,9245.83,65.0
2026-08-19 17:04:30,ZONE_A,29.82,83.00,1000.04,100.21,9162.50,59.0
2026-08-19 17:04:32,ZONE_A,29.84,83.00,1000.04,100.16,9377.50,61.0
2026-08-19 17:04:34,ZONE_A,29.86,83.00,1000.01,100.42,9338.33,55.0
2026-08-19 17:04:36,ZONE_A,29.87,83.00,1000.00,100.64,9352.50,67.0
2026-08-19 17:04:38,ZONE_A,29.86,83.00,1000.02,100.37,9395.83,59.0
2026-08-19 17:04:40,ZONE_A,29.83,83.00,1000.02,100.38,9527.50,64.0
2026-08-19 17:04:42,ZONE_A,29.81,83.00,1000.03,100.30,9433.33,55.0
2026-08-19 17:04:44,ZONE_A,29.79,83.00,1000.03,100.25,9421.67,53.0
2026-08-19 17:04:46,ZONE_A,29.78,84.00,1000.02,100.34,9421.67,59.0
2026-08-19 17:04:48,ZONE_A,29.81,84.00,1000.02,100.33,9230.00,58.0
2026-08-19 17:04:50,ZONE_A,29.73,84.00,1000.03,100.25,9996.67,44.0
2026-08-19 17:04:52,ZONE_A,29.78,84.00,1000.04,100.14,9755.83,56.0
2026-08-19 17:04:54,ZONE_A,29.81,84.00,1000.06,100.02,9352.50,47.0
2026-08-19 17:04:56,ZONE_A,29.80,84.00,1000.02,100.37,9412.50,57.0
2026-08-19 17:04:58,ZONE_A,29.81,84.00,1000.05,100.21,9328.33,61.0
2026-08-19 17:05:00,ZONE_A,29.80,84.00,1000.04,100.18,9279.17,57.0
2026-08-19 17:05:02,ZONE_A,29.85,84.00,1000.02,100.33,9233.33,54.0
2026-08-19 17:05:04,ZONE_A,29.85,84.00,1000.01,100.42,9188.33,58.0
2026-08-19 17:05:06,ZONE_A,29.83,84.00,1000.03,100.22,9180.00,65.0
2026-08-19 17:05:08,ZONE_A,29.83,84.00,1000.02,100.32,9205.00,61.0
2026-08-19 17:05:10,ZONE_A,29.87,84.00,1000.04,100.15,9262.50,58.0
2026-08-19 17:05:12,ZONE_A,29.89,84.00,1000.03,100.25,9210.00,51.0
2026-08-19 17:05:14,ZONE_A,29.92,84.00,1000.00,100.51,9208.33,45.0
2026-08-19 17:05:16,ZONE_A,29.95,84.00,1000.03,100.24,9130.00,55.0
2026-08-19 17:05:18,ZONE_A,29.97,84.00,1000.03,100.23,9217.50,56.0
2026-08-19 17:05:20,ZONE_A,29.98,84.00,1000.03,100.28,9173.33,58.0
2026-08-19 17:05:22,ZONE_A,29.97,84.00,1000.02,100.36,9185.00,61.0
2026-08-19 17:05:24,ZONE_A,29.97,84.00,1000.04,100.19,9162.50,55.0
2026-08-19 17:05:26,ZONE_A,29.95,84.00,1000.08,99.80,9731.67,54.0
2026-08-19 17:05:28,ZONE_A,29.94,84.00,1000.01,100.39,10051.67,44.0
2026-08-19 17:05:30,ZONE_A,29.95,84.00,1000.03,100.26,9308.33,64.0
2026-08-19 17:05:32,ZONE_A,29.93,84.00,1000.02,100.38,9594.17,52.0
2026-08-19 17:05:34,ZONE_A,29.92,84.00,1000.04,100.21,9965.00,59.0
2026-08-19 17:05:36,ZONE_A,29.90,84.00,1000.07,99.91,9600.83,73.0
2026-08-19 17:05:38,ZONE_A,29.87,84.00,1000.00,100.52,9485.00,61.0
2026-08-19 17:05:40,ZONE_A,29.84,84.00,999.98,100.65,9405.83,58.0
2026-08-19 17:05:42,ZONE_A,29.82,84.00,1000.02,100.35,9278.33,64.0
2026-08-19 17:05:44,ZONE_A,29.79,84.00,1000.01,100.46,9369.17,30.0
2026-08-19 17:05:46,ZONE_A,29.73,84.00,1000.01,100.47,10051.67,58.0
2026-08-19 17:05:48,ZONE_A,29.67,84.00,999.98,100.70,10184.17,61.0
2026-08-19 17:05:50,ZONE_A,29.61,84.00,999.99,100.58,10008.33,87.0
2026-08-19 17:05:52,ZONE_A,29.59,84.00,999.99,100.60,9978.33,55.0
2026-08-19 17:05:54,ZONE_A,29.56,84.00,999.98,100.66,9862.50,75.0
2026-08-19 17:05:56,ZONE_A,29.53,84.00,999.98,100.66,9920.00,49.0
2026-08-19 17:05:58,ZONE_A,29.56,84.00,999.96,100.84,9860.00,59.0
2026-08-19 17:06:00,ZONE_A,29.57,84.00,1000.00,100.52,9827.50,56.0
2026-08-19 17:06:02,ZONE_A,29.60,84.00,1000.02,100.38,9811.67,54.0
2026-08-19 17:06:04,ZONE_A,29.60,84.00,999.99,100.63,9822.50,58.0
2026-08-19 17:06:06,ZONE_A,29.60,84.00,999.93,101.13,9745.00,61.0
2026-08-19 17:06:08,ZONE_A,29.56,84.00,1000.01,100.42,9783.33,56.0
2026-08-19 17:06:10,ZONE_A,29.62,84.00,1000.02,100.35,9790.83,51.0
2026-08-19 17:06:12,ZONE_A,29.63,84.00,1000.01,100.45,9789.17,57.0
2026-08-19 17:06:14,ZONE_A,29.65,84.00,1000.01,100.44,8933.33,54.0
2026-08-19 17:06:16,ZONE_A,29.64,84.00,999.99,100.62,9130.83,42.0
2026-08-19 17:06:18,ZONE_A,29.64,84.00,1000.01,100.39,9150.00,66.0
2026-08-19 17:06:20,ZONE_A,29.64,84.00,1000.01,100.43,9135.83,75.0
2026-08-19 17:06:22,ZONE_A,29.62,84.00,1000.00,100.52,9040.00,47.0
2026-08-19 17:06:24,ZONE_A,29.62,84.00,1000.00,100.52,9030.83,59.0
2026-08-19 17:06:26,ZONE_A,29.63,84.00,1000.04,100.14,8523.33,47.0
2026-08-19 17:06:28,ZONE_A,29.64,84.00,1000.06,100.01,8846.67,55.0
2026-08-19 17:06:30,ZONE_A,29.65,84.00,1000.08,99.94,9335.00,56.0
2026-08-19 17:06:32,ZONE_A,29.69,84.00,1000.06,100.00,8996.67,50.0
2026-08-19 17:06:34,ZONE_A,29.69,84.00,1000.05,100.11,8617.50,51.0
2026-08-19 17:06:36,ZONE_A,29.68,84.00,1000.06,99.97,8870.83,59.0
2026-08-19 17:06:38,ZONE_A,29.69,84.00,1000.06,99.99,8493.33,64.0
2026-08-19 17:06:40,ZONE_A,29.69,84.00,1000.04,100.18,8510.83,54.0
